title,rating
Berenice,3.81
Pride and Prejudice Retold in Limericks,4.0
Stags Leap,4.13
Poems of Edgar Allan Poe,4.12
Barefoot in the Head,3.35
god bless the gargoyles,4.28
Selected Poems ,4.12
The Complete Sonnets and Poems,4.34
 weeks of white castle ,4.5
Auguries of Innocence,4.35
Sea of Strangers,3.82
The Whitsun Weddings,3.99
My Existence Craves Yours,4.4
Clap When You Land,4.38
John Browns Body,4.21
Loving in the War Years,4.2
Narrow Road to the Interior,4.25
Solipsist,3.96
Moral Compass,4.11
Purpose for the Pain,4.24
So the Wind Wont Blow it All Away,4.06
Complete Poems and Selected Letters,4.32
Skywriting by Word of Mouth and Other Writings,3.76
You Get So Alone at Times That it Just Makes Sense,4.23
Forced Entries  The Downtown Diaries,3.91
Collected Poems  ,4.25
The Enormous Room,3.74
The complete works of Francois Villon ; trans with a biography and notes,3.93
The American Night,3.97
Beautiful Things and How to Ignore Them,3.75
Elias Zapples Rhymes from the Cabbage Patch,4.87
Words are our Sorcery,4.56
Vanishing Point,3.9
Troilus and Criseyde,3.77
The Dogs I Have Kissed,3.61
Zen Pencils,4.43
The Annotated Shakespeare,4.17
Trains and Buttered Toast,3.68
The Lightning Dreamer,3.93
 Essays That Will Change The Way You Think,4.06
What Matters Most is How Well You Walk Through the Fire,4.18
How to Write,3.99
Poems to Live Your Life By,4.11
Collected Poems  ,4.35
The Lotus Sutra,4.23
Judevine,4.15
The Private Journals of Edvard Munch,3.98
Hate That Cat,3.91
We Are Quiet We Are Loud,4.09
Rootabaga Stories,4.11
The Book of Love,4.31
Selected Poems,4.34
Hotel Insomnia,3.96
Jim Morrison,4.11
Lines Composed a Few Miles Above Tintern Abbey,3.95
The Portable Henry Rollins,3.98
See A Grown Man Cry,3.98
A Heart Full of Love,4.53
The Works of William Wordsworth ,4.17
The Cilappatikaram,3.71
What We Buried,4.07
Teaching My Mother How to Give Birth,4.3
Plath,4.25
Averno,4.18
The Well Speaks of Its Own Poison,4.42
Odettes Secrets,4.07
Olio,4.56
Devotions,4.6
I Could Pee on This Too,4.05
South of No North,3.92
A Widening View,4.29
The Fact of a Doorframe,4.24
Love Poems,4.12
 Poems,4.27
Portrait of the Artist as a Young Dog,3.97
Open Secret,4.47
Savage Beauty,3.95
Death and Fame,3.79
The Complete Poems,4.1
Century of the Wind,4.54
RECollection Vol ,4.45
The Garden of The Prophet,3.83
An American Prayer,4.26
Don Carlos and Mary Stuart,3.89
My Bright Abyss,3.97
FOR LOVE OF THE DARK ONE ,4.35
Horton Hatches the Egg,4.16
Stardust and Sheets,4.51
Pole Dancing to Gospel Hymns,4.5
The Collected Works of Billy the Kid,3.98
Walden and other writings,3.94
Leaving the Atocha Station,3.79
The Oxford India Ghalib,4.42
M Train,3.99
They Cant Kill Us Until They Kill Us,4.58
Poems,4.16
The Creep,4.11
Bluets,4.25
Free to BeYou and Me ,4.41
A Book of Irish Verse,3.62
Selected Poems and Tales,4.19
A Vision,3.82
The Book of Questions,4.03
Collected Poetry and Prose,4.41
The Collected Poems of Stanley Kunitz,4.27
The Poetics of Space,4.19
The Cat in the Hat and Other Dr Seuss Favorites,4.42
